"A 1998","ジャンル","曲 名","演奏者","演奏者2","演奏者3","演奏者4","演奏者5","演奏者6","演奏者7","伴奏","伴奏2","伴奏3","伴奏4","作詞者","補作","作曲者","作曲者2","編曲者","レーベル","レコード番号","シリアル番号","発売","備考","昭和館","場所","箱"
"01","流行歌","支那服の娘さん","藤原千多歌",,,,,,,"タイヘイオーケストラ",,,,"牧 喜代司",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10269","27ｰ571",1952,,,,
"01","流行歌","さらば寄港地","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"中川啓児",,"袴田宗孝",,"飯田景応","タイヘイ","Ⓗ10269","27ｰ567",1952,,,,
"01","歌謡曲","恋の三度笠","瀬川 伸",,,,,,,"日本マーキュリーオーケストラ",,,,"藤田まさと",,"真木 陽",,"間 久里","マーキュリー","H15104","29ｰ928",1954,,,,
"01","歌謡曲","おばこ月夜","野村雪子",,,,,,,"日本マーキュリーオーケストラ",,,,"難波 哲",,"島田逸平",,"島田逸平","マーキュリー","H15104","29ｰ958",1954,,,,
"01","歌謡曲","三味線ウスカダラ","喜代丸",,,,,,,"日本マーキュリーオーケストラ",,,,"増田美智子",,"杉原泰蔵",,"杉原泰蔵","マーキュリー","H15126","29ｰ1022",1954,,,,
"01","歌謡曲","お座敷数え唄","紅香",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"記載なし",,"宇津美俊雄","マーキュリー","H15126","29ｰ1023",1954,,,,
"01","舞踏歌謡","黒髪懺悔","新橋喜代丸",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"阿部武雄",,"阿部武雄","タイヘイ","Ⓗ10327","28ｰ649",1953,,,,
"01","歌謡曲","涙の京娘","藤原千多歌",,,,,,,"タイヘイオーケストラ",,,,"福田主計",,"草笛道夫",,"草笛道夫","タイヘイ","Ⓗ10327","28ｰ653",1953,,,,
"01","歌謡曲","流転三度笠","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"飯田景応",,"飯田景応","マーキュリー","H15324","31ｰ1372",1957,,,,
"01","歌謡曲","女三度笠","松山恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"島田逸平",,"島田逸平","マーキュリー","H15324","31ｰ1093",1957,,,,
"01","歌謡曲","フンわかんないわ","生駒美恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"村田吉三郎",,"森 明",,"森 明","マーキュリー","H15389","34ｰ1633",1959,,,,
"01","歌謡曲","東京の雨が泣いたっけ","久我恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"司たかし",,"豊中 駿",,"北山信夫","マーキュリー","H15389","34ｰ1725",1959,,,,
"01","歌謡曲","ネオンのかげで嘆く男","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"袴田宗孝",,"袴田宗孝","マーキュリー","H15346","33ｰ1609",1958,,,,
"01","歌謡曲","慕情の岬","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"遠藤 実",,"牧 宏一","マーキュリー","H15346","33ｰ1610",1958,,,,
"01","歌謡曲","恋の三本マスト","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"大橋まさを",,"西脇稔和",,"大森盛太郎","タイヘイ","Ⓗ10132","26ｰ234",1951,,,,
"01","歌謡曲","港神戸のマドロスさん","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"山本逸朗",,"島田逸平",,"島田逸平","タイヘイ","Ⓗ10132","26-215",1952,,,,
"08","新小唄","赤穂御崎音頭","おせん","タイヘイ少女合唱団",,,,,,"タイヘイ和洋楽団",,,,"清水忠顕",,"タイヘイ文芸部",,,"タイヘイ","4719-B",,1934,,,,
"08","新小唄","赤穂御崎小唄","結城 浩","タイヘイ少女合唱団",,,,,,"タイヘイ和洋楽団",,,,"八代 正",,"佐藤行洋",,,"タイヘイ","4719-A",,1934,"結城 浩は楠木繁夫の別名",,,
"08","記載なし","高槻音頭","小笠原美都子",,,,,,,"タイヘイオーケストラ",,,,"最上歌彦",,"阿部宣楽",,,"タイヘイ","M-359","X-760","不詳","高槻観光協会撰定　委託盤",,,
"08","新小唄","神崎小唄（名所）","政代",,,,,,,"タイヘイ和洋楽団",,,,"記載なし",,"記載なし",,"タイヘイ文芸部","タイヘイ","4682-B",,"不詳","神戸新聞社募集当選歌",,,
"08","新小唄","神崎小唄（産業）","結城 浩",,,,,,,"タイヘイ和洋楽団",,,,"記載なし",,"記載なし",,"タイヘイ文芸部","タイヘイ","4682-A",,"不詳","神戸新聞社募集当選歌
結城 浩は楠木繁夫の別名",,,
"08","新小唄","えびす祭音頭","西宮検 お染(唄)","結城 浩(唄)","タイヘイ少女合唱団(囃子)",,,,,"タイヘイ和洋楽団",,,,"タイヘイ文芸部",,"タイヘイ文芸部",,,"タイヘイ","4594-A",,1934,,,,
"08","舞踏新小唄","阪神シャンソン","新中検 政代",,,,,,,"タイヘイサロンオーケストラ",,,,"瀬戸 純",,"松永和夫",,,"タイヘイ","4594-B",,1934,,,,
"01","流行歌","上海娘","沢 雅子",,,,,,,,,,,"佐伯 龍",,"阪東政一",,,"タイヘイ",10178,,1938,,,,
"01","記載なし","別れの波止場","橋本一郎",,,,,,,,,,,"木下 潤",,"飯田三郎",,"飯田三郎","タイヘイ",10178,16954,1938,,,,
"04","ハワイ音楽","ホノルルの月","フランク須田",,,,,,,"タイヘイハワイアンバンド",,,,"福隅重雄",,"南里文雄",,"南里文雄","タイヘイ",10199,7262,1938,,,,
"04","ハワイ音楽","月下の丘に","ヘレン本田",,,,,,,"タイヘイハワイアンバンド",,,,"松村又一",,"記載なし",,"レイモンド服部","タイヘイ",10199,3507,1938,,,,
"01","愛国流行歌","野戦病院から","橋本一郎",,,,,,,,,,,"野村俊夫",,"北大路 浩",,,"タイヘイ",10082,,1938,,,,
"01","流行歌","月影冴えて","筑波 高","南じゃるみ",,,,,,,,,,"塚本篤夫",,"飯田三郎",,,"タイヘイ",10082,,1938,,,,
"01","流行歌","お軽勘平","喜代丸","筑波 高",,,,,,,,,,"西岡水朗",,"飯田三郎",,,"タイヘイ",10095,,1938,,,,
"01","流行歌","牛づれ馬づれ","二村定一",,,,,,,,,,,"宮本旅人",,"飯田景応",,"工藤 進","タイヘイ","記載なし",,1937,"私家盤？タイトル、歌手名はゴム印
正規盤は21130-A",,,
"01","流行歌","街のジンタ","竹内龍夫",,,,,,,,,,,"中島まさき",,"宮脇春夫",,,"タイヘイ","記載なし",,1937,"私家盤？タイトル、歌手名はゴム印
正規盤は21129-B",,,
"01","流行歌","海防(ファイホン)だより","三原純子",,,,,,,"タイヘイ管弦楽団",,,,"関沢新一",,"細田義勝",,"細田義勝","タイヘイ",30034,,1941,,,,
"01","流行歌","軍靴千里","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"山崎 正",,"飯田三郎",,"飯田三郎","タイヘイ",30034,,1941,,,,
"07","童謡","をぢさんありがとう","浪速こども合唱隊",,,,,,,"タイヘイ管弦楽団",,,,"土岐善麿",,"中山晋平",,"阪東政一","タイヘイ",10317,,1938,,,,
"10","記載なし","傷痍の勇士","阿部幸次",,,,,,,"タイヘイ管弦楽団",,,,"土岐善麿",,"堀内敬三",,"内田 元","タイヘイ",10317,,1938,,,,
"01","流行歌","京むすめ","月村光子",,,,,,,"タイヘイ管弦楽団",,,,"判読できず",,"判読できず",,,"タイヘイ",10414,17166,"不詳","判読できず",,,
"01","流行歌","若き京都","高橋文夫","タイヘイコーラス",,,,,,"タイヘイ管弦楽団",,,,"佐伯 龍",,"近藤 広",,,"タイヘイ",10414,17143,"不詳",,,,
"01","流行歌","想い出のの月影","月村光子(唄)","伏見信子(台詞)",,,,,,"タイヘイ管弦楽団",,,,"最上 洋",,"近藤 広",,"北大路 浩","タイヘイ",10311,17011,1938,,,,
"01","流行歌","若き日の頃","伏見信子",,,,,,,,,,,"野村俊夫",,"飯田三郎",,,"タイヘイ",10311,,1938,,,,
"10","体操歌","日の本の少女","タイヘイ管弦楽団",,,,,,,"タイヘイ管弦楽団",,,,,,"藤田経秋",,"篠原正雄","タイヘイ",10287,3202,1938,"女子保健体操歌",,,
"10","体操歌","日の本の少女","由利文子",,,,,,,"タイヘイ管弦楽団",,,,"蒲生俊文",,"藤田経秋",,"篠原正雄","タイヘイ",10287,3202,1938,"女子保健体操歌",,,
"01","流行歌","茶作り次郎長","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"山崎 正",,"草笛道夫",,"飯田三郎","タイヘイ",30032,,1941,,,,
"01","流行歌","お里真実ぶし","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"飯田三郎",,"飯田三郎","タイヘイ",30032,8328,1941,,,,
"01","歌謡曲","明け行く大陸","小林千代子",,,,,,,"判読できず",,,,"牧 喜代司",,"細田義勝",,"飯田三郎","タイヘイ",30070,,1941,,,,
"01","歌謡曲","スキー楽しや","松平 晃",,,,,,,"判読できず",,,,"宮島清美",,"鈴木武雄",,"和田 健","タイヘイ",30070,,1941,,,,
"01","愛国流行歌","さみだれ軍歌","筑波 高",,,,,,,"タイヘイ管弦楽団",,,,"和田隆夫",,"飯田三郎",,"和田 健","タイヘイ",10377,17112,1938,,,,
"01","流行歌","姑娘(クーニャン)いとしや","月村光子",,,,,,,"タイヘイ管弦楽団",,,,"牧 耕一郎",,"長谷川堅二",,"和田 健","タイヘイ",10377,17114,1938,,,,
"01","流行歌","タンポポの歌","松平 晃",,,,,,,"タイヘイ管弦楽団",,,,"長良一郎",,"牧 耕一",,"牧 耕一","タイヘイ",30048,18528,1941,,,,
"01","流行歌","三色の薔薇","松平 晃",,,,,,,"タイヘイ管弦楽団",,,,"長良一郎",,"牧 耕一",,"和田 健","タイヘイ",30048,18537,1941,,,,
"06","映画主題歌","綾子の唄","高松三枝子(唄)","真山くみ子(台詞)",,,,,,"タイヘイ管弦楽団",,,,"判読できず",,"飯田三郎",,"飯田三郎","タイヘイ",30020,,1941,"新興映画主題歌",,,
"06","映画主題歌","激流の唄","立花ひろし","タイヘイコーラス",,,,,,"タイヘイ管弦楽団",,,,"判読できず",,"判読できず",,,"タイヘイ",30020,,1941,"新興映画主題歌　判読できず",,,
"01","忠臣歌","大高源吾","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"西岡水朗",,"飯田三郎",,"飯田三郎","タイヘイ",10099,,"不詳","判読できず",,,
"07","記載なし","愛馬進軍歌","阿部幸次",,,,,,,"タイヘイ管弦楽団",,,,"記載なし",,"記載なし",,"内田 元","タイヘイ",10512,17259,1939,"陸軍省撰定文部省検定済",,,
"07","童謡","ぼくらのお馬","植松 薫","金の鈴こども会(合唱)",,,,,,"タイヘイ管弦楽団",,,,"石井勝治",,"長谷川堅二",,,"タイヘイ",10512,17259,1939,"陸軍省撰定　",,,
"10","儀式歌","紀元二千六百年頌歌","栄原慶子","大石富美子",,,,,,"タイヘイ管弦楽団",,,,"東京音楽学校",,"東京音楽学校",,"長谷川堅二","タイヘイ",11104,17835,1940,"紀元二千六百年奉祝会撰定",,,
"04","ジャズソング","クンパルシータ","トニー相良",,,,,,,"タイヘイジャズオーケストラ",,,,"島田磬也",,,,"アルゼンチンタンゴバンド","タイヘイ",10381,5577,"不詳",,,,
"04","ジャズソング","夢淡く","フランク須田",,,,,,,"タイヘイジャズオーケストラ",,,,"上村厚夫",,,,"平 茂夫","タイヘイ",10381,15341,"不詳",,,,
"01","新流行歌","新道頓堀行進曲","青井八郎","タイヘイコーラス",,,,,,"タイヘイ管弦楽団",,,,"塚本篤夫",,"近藤 広",,,"タイヘイ",10371,17122,1938,,,,
"01","流行歌","大阪娘","月村光子",,,,,,,,,,,"佐伯 龍",,"阪東政一",,,"タイヘイ",10371,,1938,,,,
"01","流行歌","妹よ","松平 晃",,,,,,,"タイヘイ管弦楽団",,,,"植村謙一",,"松平 晃",,"多 孝","タイヘイ",30047,18533,1941,,,,
"01","流行歌","月の蘇州","松平 晃",,,,,,,"タイヘイ管弦楽団",,,,"大倉文雄",,"多 孝",,,"タイヘイ",30047,18529,1941,,,,
"01","流行歌","月の黄河","伏見信子",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"近藤 広",,"飯田三郎","タイヘイ",10410,17151,1939,,,,
"01","流行歌","黄昏の上海","高橋文夫",,,,,,,"タイヘイ管弦楽団",,,,"和田春夫",,"阪東政一",,"阪東政一","タイヘイ",10410,17150,1939,,,,
"01","流行歌","乙女月夜","三原純子",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"西山春雄",,"飯田三郎","タイヘイ","G-40041",18030,1940,,,,
"01","流行歌","港の純情","立花ひろし",,,,,,,"タイヘイ管弦楽団",,,,"新島芳美",,"辰巳 白",,,"タイヘイ","G-40041",,1940,,,,
"01","歌謡曲","名残りのパイプ","立花ひろし",,,,,,,"タイヘイ管弦楽団",,,,"原  比呂志",,"大橋 章",,"飯田三郎","タイヘイ",30051,,1941,,,,
"01","歌謡曲","蘭印娘","三原純子",,,,,,,,,,,"佐伯 龍",,"飯田三郎",,,"タイヘイ",30051,,1941,,,,
"01","愛国流行歌","泪で立てし日の丸よ","筑波 高",,,,,,,"タイヘイ管弦楽団",,,,"岩瀬正外",,"近藤 広・飯田三郎",,"飯田三郎","タイヘイ",10214,16984,1938,,,,
"01","愛国流行歌","夢のお便り","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10214,16969,1938,,,,
"06","映画主題歌","燦めく星座(晋作の唄)","高橋文夫",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10536,17341,1939,"新興東京特作映画「燦めく星座」
主題歌",,,
"06","映画主題歌","燦めく星座(夏子の唄)","沢 雅子",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10536,17341,1939,"新興東京特作映画「燦めく星座」
主題歌",,,
"01","愛国流行歌","母ぢゃもの","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10409,17147,1939,,,,
"01","愛国流行歌","進め愛馬よ","筑波 高(唄)","法喜聖二(振付)",,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10409,17145,1939,,,,
"01","愛国流行歌","男と生れて","筑波 高",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ","10007-B",,1938,,,,
"01","愛国流行歌","戦線みやげ","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"西岡水朗",,"飯田三郎",,"飯田三郎","タイヘイ","10007-A",,1938,,,,
"01","愛国流行歌","銃剣日記","筑波 高",,,,,,,"タイヘイ管弦楽団",,,,"塚本篤夫",,"阪東政一",,"阪東政一","タイヘイ","10023ｰA",,1938,,,,
"01","流行歌","男度胸で","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ","10023ｰB",,1938,,,,
"01","愛国流行歌","漢口陥落","秩父晴夫","青井八郎","タイヘイコーラス",,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10375,17111,1938,,,,
"01","愛国流行歌","勇士の純情","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"草笛道夫","タイヘイ",10507,17230,1939,,,,
"01","愛国流行歌","戦線春だより","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"飯田三郎","タイヘイ",10507,17228,1939,,,,
"01","愛国流行歌","母と兵隊","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10513,17275,1939,,,,
"01","愛国流行歌","妻ぢゃもの","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"飯田三郎","タイヘイ",10513,17282,1939,,,,
"01","流行歌","海のない港","林 伊佐緒",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"長津 弥",,"長津 弥","タイヘイ","56483ｰB",,1936,"トロット",,,
"01","流行歌","二人の青春","奥田英子","林 伊佐緒",,,,,,"タイヘイ管弦楽団",,,,"松坂直美",,"片岡志行",,"片岡志行","タイヘイ","56483ｰA",,1936,"トロット",,,
"01","流行歌","涙の月夜","北原雪子",,,,,,,"ウエスターン管弦楽団",,,,"松坂直美",,"鈴木武男",,"中村","タイヘイ","21230ｰA",,1937,,,,
"01","流行歌","花すみれ","竹内龍夫",,,,,,,"ウエスターン管弦楽団",,,,"久礼まさ美",,"近藤 広",,"杉田良造","タイヘイ","21230ｰB",,1937,,,,
"01","流行歌","こんな妾(わたし)に誰がした","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"宮本旅人",,"長津 弥",,"長津 弥","タイヘイ","21206ｰB",,1937,,,,
"01","流行歌","逢いたいわ","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"松坂直美",,"山下五郎",,"飯田三郎","タイヘイ","21206ｰA",,1937,,,,
"01","流行歌","夕陽沈めば","ミス・タイヘイ",,,,,,,"タイヘイダンスオーケストラ",,,,"篠原清二",,"横山はるを",,,"タイヘイ","56107ｰB",,1935,"タンゴ
ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","恋のスキーヤー","マイラッキーボーイ",,,,,,,"タイヘイダンスオーケストラ",,,,"畑 喜代司",,"近藤十九二",,,"タイヘイ","56107ｰA",,1935,"トロット
マイラッキーボーイは日置 静の別名",,,
"06","映画主題歌","箱根八里","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"塚本篤夫",,"大村能章",,,"タイヘイ","56425-A",,1936,"右太プロ超特作映画
「箱根八里」主題歌",,,
"06","映画主題歌","あやつり人形の唄","虎龍",,,,,,,"タイヘイ管弦楽団",,,,"西川林之助",,"直川哲也",,"長津 弥","タイヘイ","56425-B",,1936,"右太プロ超特作映画
「箱根八里」主題歌",,,
"08","新小唄","無敵節","虎龍",,,,,,,"タイヘイ囃子連中","タイヘイ和洋楽団",,,"松本一晴",,"大村能章",,"平 茂夫","タイヘイ","56128-A",,1935,,,,
"10","行進曲","大亜細亜行進曲","阿部幸次",,,,,,,"タイヘイ管弦楽団",,,,"松坂なほみ",,"近藤十九二",,"平 茂夫","タイヘイ","56128-B",,1935,,,,
"01","流行歌","濡れて来たのに","新橋喜代丸",,,,,,,"タイヘイセレナーダス",,,,"時雨音羽",,"大村能章",,"大村能章","タイヘイ","56377ｰB",,1935,,,,
"01","流行歌","峠の花","新橋喜代丸",,,,,,,"タイヘイ和洋楽団",,,,"時雨音羽",,"大村能章",,"大村能章","タイヘイ","56377ｰA",,1935,,,,
"01","流行歌","青空高く","日置 静",,,,,,,"タイヘイダンスオーケストラ",,,,"畑 喜代司",,"北木正義",,,"タイヘイ","56115-A",,1935,,,,
"01","流行歌","讃えよ春","日置 静",,,,,,,"タイヘイダンスオーケストラ",,,,"松本みどり",,"近藤十九二",,,"タイヘイ","56115-B",,1935,,,,
"01","流行歌","しぐれ恋路","新橋喜代丸",,,,,,,"タイヘイセレナーダス",,,,"野村俊夫",,"服部良一",,,"タイヘイ","56397-A",,1935,,,,
"01","流行歌","橇にゆられて","佐藤君夫",,,,,,,"タイヘイ管弦楽団",,,,"松坂直美",,"近藤十九二",,"服部良一","タイヘイ","56397-B",,1935,,,,
"01","流行歌","主は無情","近藤 実","新橋みどり",,,,,,"タイヘイ管弦楽団",,,,"宮島敬二",,"片岡志行",,"片岡志行","タイヘイ","56484-A",,1936,"トロット",,,
"01","流行歌","判読できず","判読できず",,,,,,,"判読できず",,,,"判読できず",,"判読できず",,"判読できず","タイヘイ","56484-B",,1936,,,,
"01","流行歌","港出る時","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"宮脇春夫",,"宮脇春夫","タイヘイ","56430-A",,1936,,,,
"01","流行歌","深山おぼこ","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"南條歌美",,"大村能章",,"大村能章","タイヘイ","56430-B",,1936,,,,
"04","ハヤイアンソング","去りし乙女","リチャード広川",,,,,,,"ムラカミエンドヒズサザンクロスカレヂアンズ
ムラカミは村上一徳か？",,,,"関川 正(訳)",,"記載なし",,,"タイヘイ","56174-A",,1935,"ハワイアソング　トロット",,,
"04","ハヤイアンソング","ブリュー・プレリュード","ミッキー松山",,,,,,,"ムラカミエンドヒズサザンクロスカレヂアンズ
ムラカミは村上一徳か？",,,,"関川 正(訳)",,"記載なし",,,"タイヘイ","56174-B",,1935,"ハワイアソング　ブルース　ミッキー松山＝松山映子",,,
"01","流行歌","希望の青空","橋本一郎","ミス・タイヘイ　",,,,,,,,,,"島田芳文",,"服部良一",,"服部良一","タイヘイ","56431-A",,1936,"ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","ちょいとあの人好きな方","ミス・タイヘイ",,,,,,,"タイヘイ管弦楽団",,,,"島田磬也",,"宮脇春夫",,"宮脇春夫","タイヘイ","56431-B",,1936,"ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","花に浮かれて","林 伊佐緒","新橋喜代丸","タイヘイ合唱団",,,,,"タイヘイ和洋楽団",,,,"時雨音羽",,"北木正義",,"北木正義","タイヘイ","56496-A",,1936,,,,
"01","流行歌","さくら祭","橋本一郎","新橋喜代丸","タイヘイ合唱団",,,,,"タイヘイ和洋楽団",,,,"時雨音羽",,"長津 弥",,"長津 弥","タイヘイ","56496-B",,1936,,,,
"07","軍歌","独立守備の歌","辻順治楽長指揮","陸軍戸山学校軍楽隊",,,,,,,,,,"独立守備隊",,"陸軍戸山学校軍楽隊",,,"タイヘイ","56674-A",,"不詳",,,,
"07","軍歌","朝鮮国境守備の歌","辻順治楽長指揮","陸軍戸山学校軍楽隊",,,,,,,,,,"朝鮮軍",,"陸軍軍楽隊",,,"タイヘイ","56674-B",,"不詳",,,,
"01","流行歌","別れの船出","津田陽一","月岡麗子",,,,,,"タイヘイ管弦楽団",,,,"西岡水朗",,"水谷ひろし",,"水谷ひろし","タイヘイ","56550-A",,1936,,,,
"01","流行歌","思い出しては","津田陽一",,,,,,,"タイヘイ管弦楽団",,,,"西岡水朗",,"水谷ひろし",,"水谷ひろし","タイヘイ","56550-B",,1936,,,,
"01","新傾向流行歌","詩吟ながし","楠 華子",,,,,,,"荒牧輝鳳(琵琶)","タイヘイ和洋楽団",,,"荒牧輝鳳",,"荒牧輝鳳",,"遠藤和一","タイヘイ","56288-A",,1935,,,,
"01","新傾向流行歌","お吉狂乱","楠 華子",,,,,,,"荒牧輝鳳(琵琶)","タイヘイ和洋楽団",,,"荒牧輝鳳",,"荒牧輝鳳",,"遠藤和一","タイヘイ","56288-B",,1935,,,,
"01","流行歌","いつもテイテイ","ミス・タイヘイ",,,,,,,"タイヘイアルゼンチナ楽団",,,,"沼津太郎",,"記載なし",,"篠原正雄","タイヘイ","56373-A",,1935,"パソドブレ
ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","月の青さに","マイラッキーボーイ",,,,,,,"タイヘイダンスオーケストラ",,,,"富山英一郎",,"渡辺健次郎",,"服部良一","タイヘイ","56373-B",,1935,"ブルース
マイラッキーボーイは日置 静の別名",,,
"01","流行歌","国境の月","マイラッキーボーイ",,,,,,,"タイヘイダンスオーケストラ",,,,"松坂なほみ",,"近藤十九二",,,"タイヘイ","56233-A",,1935,"マイラッキーボーイは日置 静の別名",,,
,,"涙の旅路","ミス・タイヘイ",,,,,,,"タイヘイセレナーダス",,,,"藤川 清",,"藤川 清",,,"タイヘイ","56233-B",,1935,"ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","北満哀歌","新橋みどり","志村道夫",,,,,,"タイヘイ管弦楽団",,,,"伊藤松雄",,"山路幸男",,"山路幸男","タイヘイ","56667-A",,"不詳",,,,
,,"塹壕の夢","虎龍","男声合唱付",,,,,,"タイヘイ管弦楽団",,,,"伊藤松雄",,"服部良一",,"服部良一","タイヘイ","56667-B",,"不詳","56450-Aと同じ曲か？",,,
"01","流行歌","大阪さわぎ","ミス・タイヘイ","林 伊佐緒",,,,,,"タイヘイ管弦楽団",,,,"伊藤松雄",,"服部良一",,"服部良一","タイヘイ","56449-A",,1936,"ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","大阪さわぎ","日置 静・富丸",,,,,,,"タイヘイ管弦楽団",,,,"伊藤松雄",,"服部良一",,"服部良一","タイヘイ","56449-B",,1936,,,,
"01","流行歌","君を想えば","ミス・タイヘイ",,,,,,,"タイヘイダンスオーケストラ",,,,"畑 喜代司",,"広小路 章",,"谷口又士","タイヘイ","56398-A",,1935,"ミス・タイヘイは奥田英子の別名",,,
"01","流行歌","泣きぼくろ","マイラッキーボーイ",,,,,,,"タイヘイ管弦楽団",,,,"山田としを",,"北 三夫",,"服部良一","タイヘイ","56398-B",,1935,,,,
"01","流行歌","股旅小唄","マイラッキーボーイ",,,,,,,"タイヘイセレナーダス",,,,"時雨音羽",,"大村能章",,"大村能章","タイヘイ","56320-A",,1935,"トロット
マイラッキーボーイは日置 静の別名",,,
"01","流行歌","あの日あの頃","ミス・タイヘイ",,,,,,,"タイヘイセレナーダス",,,,"時雨音羽",,"水原英明",,"平 茂夫","タイヘイ","56320-B",,1935,"トロット
ミス・タイヘイは奥田英子の別名",,,
"06","映画主題歌","拾った女","杉 狂児","如月玲子",,,,,,"日活アクターズバンド",,,,"志村雄作",,"西 梧郎",,,"タイヘイ","特3901-A",,1933,"大日活『恋と拳闘』主題歌　
特盤",,,
"06","映画主題歌","恋と拳闘(拾った女)","杉 狂児","如月玲子","宇留木 浩(日活)",,,,,"日活アクターズバンド",,,,"記載なし",,"記載なし",,,"タイヘイ","特3901-B",,1933,"大日活『恋と拳闘』プロローグ　
特盤",,,
"08","新小唄","舞鶴みなと音頭","虎龍","合唱付",,,,,,"タイヘイ和洋楽団",,,,"舞鶴商工会(選)",,"杵屋勝郎輔",,"阪東政一","タイヘイ","M1216-A",,"不詳","舞鶴商工会推薦",,,
"08","新小唄","舞鶴みなと音頭","虎龍","阿部久寿男","合唱付",,,,,"タイヘイ和洋楽団",,,,"舞鶴商工会(選)",,"杵屋勝郎輔",,"阪東政一","タイヘイ","M1216-B",,"不詳","舞鶴商工会推薦",,,
"01","流行歌","輝く東京","大山利夫",,,,,,,"タイヘイ管弦楽団",,,,"塚本篤夫",,"宍田文雄",,"宍田文雄","タイヘイ","4070-A",,1933,"トロット
大山利夫は楠木繁夫の別名",,,
"01","流行歌","銀座恋しや","川島信子",,,,,,,"タイヘイ管弦楽団",,,,"畑 喜代司",,"大村能章",,"大村能章","タイヘイ","4070-B",,1933,"トロット",,,
"01","流行歌","思い切なく","水野喜代子",,,,,,,"RHオーケストラバンド",,,,"畑 喜代司",,"タイヘイ文芸部",,"タイヘイ文芸部","タイヘイ","3753-A",,1932,"水野喜代子は渡辺光子の別名",,,
"01","流行歌","雨の酒場","南地 和歌吉",,,,,,,"タイヘイ管弦楽団",,,,"鹿山映二郎",,"近藤十九二",,,"タイヘイ","3753-B",,1932,,,,
"07","軍歌","水師営会見・戦友・煙も見えず","明治大学　南方康三(ハモニカ)　",,,,,,,,,,,"記載なし",,"記載なし",,,"内外",1616,,"不詳","軍歌メドレー",,,
"06","映画主題歌","ルンバのリズム","北村季久江",,,,,,,"日本クリスタル管弦楽団",,,,"服部龍太郎(訳詞)",,"ﾗﾙﾌ･ﾚｲﾝｼﾞｬｰ",,"篠原正雄","クリスタル","2005-A",,1935,"パラマウント映画『ルンバ』主題歌",,,
