"A 1998","ジャンル","曲 名","演奏者","演奏者2","演奏者3","演奏者4","演奏者5","演奏者6","演奏者7","伴奏","伴奏2","伴奏3","伴奏4","作詞者","補作","作曲者","作曲者2","編曲者","レーベル","レコード番号","シリアル番号","発売","備考","昭和館","場所","箱"
"06","映画主題歌","純情の窓","松島詩子",,,,,,,"キング管弦楽団",,,,"時雨音羽",,,,"多紀英二","キング",92,4292,1946,"婦人俱楽部連載・大映映画『幾山河』主題歌
作曲者記載なし　多紀英二は林 伊佐緒の変名",,,
"06","映画主題歌","幾山河","林 伊佐緒","横山郁子",,,,,,"キング管弦楽団",,,,"時雨音羽",,,,"島田逸平","キング",92,4291,1946,"婦人俱楽部連載・大映映画『幾山河』主題歌
作曲者記載なし　多紀英二は林 伊佐緒の変名",,,
"06","映画主題歌","東京悲歌","三條町子",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"飯田三郎",,,"キング","C754",8331,1951,"大映映画『東京悲歌』主題歌",,,
"06","映画主題歌","戯れならぬ恋ならば","林 伊佐緒",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"飯田三郎",,,"キング","C754",8332,1951,"大映映画『東京悲歌』主題歌",,,
"01","歌謡曲","とんぼ返り人生","津村 謙",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"渡久地政信",,,"キング","C785",8507,1952,,,,
"01","歌謡曲","母恋がらす","津村 謙",,,,,,,"キング オーケストラ",,,,"若杉雄三郎",,"渡久地政信",,,"キング","C785",8508,1952,,,,
"01","歌謡曲","涙の小鳩","岡 晴夫",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"飯田三郎",,,"キング",333,6794,1948,,,,
"01","歌謡曲","椿咲く頃","横山郁子",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"飯田三郎",,,"キング",333,6547,1948,,,,
"01","歌謡曲","母の歌","志磨光一",,,,,,,"キング管弦楽団",,,,"南條歌美",,"八洲秀章",,"細川潤一","キング",163,6508,1946,"志磨光一は八洲秀章の変名",,,
"01","歌謡曲","嘆きの小窓","宮城しのぶ",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"飯田三郎",,,"キング",163,6491,1946,,,,
"01","歌謡曲","楽しい喫茶店","荒井恵子",,,,,,,"キング オーケストラ",,,,"石田喜代夫",,"石田喜代夫",,"細川潤一","キング","C843",8320,1952,,,,
"01","歌謡曲","三つの歌","越山あつ子（歌）","天池真佐雄（ピアノ）","キングシスターズ","キング児童合唱団",,,,"キング オーケストラ",,,,"天池真佐雄",,"天池真佐雄",,"細川潤一","キング","C843",8821,1952,"レーベルの写真は荒井恵子",,,
"01","歌謡曲","恋のトランプ","小夜宮孝子",,,,,,,"キング管弦楽団",,,,"南條歌美",,"大村能章",,,"キング",272,6749,1947,,,,
"01","歌謡曲","男の涙","岡 晴夫",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"細川潤一",,,"キング",272,6752,1947,,,,
"06","映画主題歌","お七かんざし","三門順子",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"光永翰史",,"大村能章","キング","C-386",7026,1948,"新演伎座プロダクション第一回作品
長谷川一夫主演『小判鮫』主題歌",,,
"06","映画主題歌","小判鮫の歌","小畑 実",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"大村能章",,,"キング","C-386",7025,1948,"新演伎座プロダクション第一回作品
長谷川一夫主演『小判鮫』主題歌",,,
"06","映画主題歌","後追い笠","津村 謙・照菊",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"細川潤一",,,"キング","C414",7119,1949,"松竹映画『遊侠の群れ』主題歌",,,
"06","映画主題歌","遊侠の群れ","小畑 実",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"利根一郎",,,"キング","C414",7100,1949,"松竹映画『遊侠の群れ』主題歌",,,
"01","流行歌","長江の月","樋口静雄",,,,,,,"キング管弦楽団",,,,"林 柳波",,"佐藤長助",,,"キング",20078,1910,1938,,,,
"01","流行歌","赤城月夜","塩 まさる",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"大村能章",,"大村能章","キング",20078,1204,1938,,,,
"01","流行歌","軍国綴方教室","樋口静雄",,,,,,,"キング管弦楽団",,,,"宮本旅人",,"田村しげる",,"田村しげる","キング",20160,2580,1938,,,,
"01","流行歌","高粱焚いて","塩 まさる",,,,,,,"キング管弦楽団",,,,"宮本旅人",,"毛利清美",,"毛利清美","キング",20160,2597,1938,,,,
"08","ダンス・ミュージック","串本節","サクライ・イ・ス・オルケスタ",,,,,,,,,,,,,,,"桜井 潔","キング",10141,846,1937,"ルンバ",,,
"01","ダンス・ミュージック","山は夕焼け","サクライ・イ・ス・オルケスタ",,,,,,,,,,,,,"田村しげる",,"桜井 潔","キング",10141,847,1937,"タンゴ",,,
"01","流行歌","チンライ節","樋口静雄",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"田村しげる",,"田村しげる","キング",20124,2227,1938,"非売品　ヒット曲のカップリング",,,
"01","流行歌","ガーデンブリッジの月","松島詩子",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"田村しげる",,"田村しげる","キング",20122,2282,1938,"非売品　ヒット曲のカップリング",,,
"07","軍歌","日本名作軍歌集（其の一）日本陸軍
天に代わりて不義を討つ","陸軍戸山軍楽隊",,,,,,,,,,,"大和田建樹",,"判読できず",,,"キング",21031,1800,1938,"指揮者名判読できず　",,,
"07","軍歌","日本名作軍歌集（其の二）婦人従軍歌
火筒に響き遠ざかる","キング女子愛国合唱団",,,,,,,"キング管弦楽団",,,,"加藤義清",,"奥 好義",,"杉山長谷雄","キング",21031,1425,1938,,,,
"01","愛国流行歌","母子船頭唄","塩 まさる",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"細川潤一",,"細川潤一","キング",20153,2337,1938,,,,
"01","愛国流行歌","曠野の夕陽","新橋みどり",,,,,,,"キング管弦楽団",,,,"林 柳波",,"島田逸平",,"島田逸平","キング",20153,2493,1938,,,,
"01","流行歌","上海超特急","林 伊佐緒",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"田村しげる",,"田村しげる","キング",20122,2245,1938,,,,
"01","流行歌","ガーデンブリッジの月","松島詩子",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"田村しげる",,"田村しげる","キング",20122,2282,1938,,,,
"07","国民歌","愛国行進曲","永田絃次郎","長門美保",,,,,,"キング管弦楽団",,,,,,,,"杉山長谷雄","キング",21100,1831,1938,"内閣情報部撰定　作詞者、作曲者の記載なし",,,
"07","国民歌","愛国行進曲","陸軍軍楽隊","指揮　楽長　山口常光",,,,,,,,,,,,,,,"キング",21100,1830,1938,"内閣情報部撰定　",,,
"01","流行歌","戦地の便り","新橋みどり",,,,,,,"キング管弦楽団",,,,"鹿山鶯邨",,"近藤 広",,"細川潤一","キング",20123,1493,1938,,,,
"01","流行歌","黄河に歌う","塩 まさる",,,,,,,"キング管弦楽団",,,,"西岡水朗",,"通堂方一",,"佐藤長助","キング",20123,2212,1938,,,,
"01","流行歌","青春の曲","塩 まさる",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"仙波 進",,"多紀英二","キング",20087,1892,1938,"多紀英二は林 伊佐緒の変名",,,
"01","流行歌","口笛も愛国行進曲で","林 伊佐緒","樋口静雄",,,,,,"キング管弦楽団",,,,"山野三郎",,"北村 輝",,"北村 輝","キング",20087,2044,1938,,,,
"04","ジャズソング","春が来るそな","ミッキー松山",,,,,,,"キング・ジャズバンド",,,,"小原信夫",,"北村季俊",,"北村季俊","キング",10069,557,1937,"タンゴ　ミッキー松山と松山映子は同一人物",,,
"04","ジャズソング","恋の騎士","杉井幸一",,,,,,,"キング・ジャズバンド",,,,"北村季俊",,,,"工藤 進","キング",10069,543,1937,"フォックストロット",,,
"01","流行歌","春の戦線","三門順子",,,,,,,"キング管弦楽団",,,,"坂口 淳",,"松平正文",,"多紀英二","キング",20054,1721,1938,,,,
"01","流行歌","勇士は朗らか","塩 まさる",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"斎藤 潔",,"佐藤長助","キング",20054,,1938,,,,
"01","舞踏小唄","菖蒲流し　花歌謡十二ヶ月（五月）","新橋みどり（唄）",,,,,,,"キング和洋合奏団",,,,"佐藤惣之助",,"大村能章",,,"キング",10099,730,1937,,,,
"01","舞踏小唄","祇園絵日傘　花歌謡十二ヶ月（五月）","三門順子（唄）",,,,,,,"キング和洋合奏団",,,,"林 柳波",,"大村能章",,,"キング",10099,"判読できず",1937,,,,
"01","流行歌","坊やと二人で","新橋みどり",,,,,,,"キング管弦楽団",,,,"坂口 淳",,"倉若晴生",,"細川潤一","キング",20102,1987,1938,,,,
"01","流行歌","僕の父さん","塩 まさる",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"細川潤一",,"細川潤一","キング",20102,2069,1938,,,,
"01","流行歌","戦地から故郷から","塩 まさる","新橋みどり",,,,,,"キング管弦楽団",,,,"小沼 宏",,"和田 健",,"和田 健","キング",20020,1389,1937,,,,
"01","流行歌","月下の吟詠","塩 まさる",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"細川潤一",,"細川潤一","キング",20020,1422,1937,,,,
"01","流行歌","祇園恋しや","三門順子",,,,,,,"キング管弦楽団",,,,"長田幹彦",,"杉山長谷雄",,"杉山長谷雄","キング",20080,612,1938,,,,
"01","流行歌","さくら娘","三門順子",,,,,,,"キング管弦楽団",,,,"長田幹彦",,"大村能章",,"大村能章","キング",20080,1809,1938,,,,
"01","流行歌","勝利のつばさ","樋口静雄",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"田村しげる",,"田村しげる","キング",20050,1625,1938,,,,
"01","流行歌","叫べ万歳","林 伊佐緒","松島詩子","樋口静雄","井口小夜子","河村順子","河村陽子","他","キング管弦楽団",,,,"山野三郎",,"細川潤一",,"細川潤一","キング",20050,1736,1938,"山野三郎はサトウハチローの変名",,,
"01","舞踏小唄","狸囃子　花歌謡十二ヶ月（十一月）","三門順子",,,,,,,"キング和洋合奏団",,,,"佐藤惣之助",,"河村直則",,"河村直則","キング",20023,1451,1937,,,,
"01","舞踏小唄","七五三踊　花歌謡十二ヶ月（十一月）","三門順子","河村陽子","高城日出子",,,,,"キング和洋合奏団",,,,"佐藤惣之助",,"大村能章",,"大村能章","キング",20023,1452,1937,,,,
"03","独唱","叱られて","永田絃次郎",,,,,,,"キング管弦楽団",,,,"清水かつら",,"弘田龍太郎",,"杉山長谷雄","キング",20077,1880,1938,,,,
"03","独唱","花嫁人形","松島詩子",,,,,,,"キング管弦楽団",,,,"蕗谷虹児",,"杉山長谷雄",,"杉山長谷雄","キング",20077,1801,1938,,,,
"01","流行歌","あああの軍歌","林 伊佐緒",,,,,,,"キング管弦楽団",,,,"山野三郎",,"田村しげる",,"田村しげる","キング",20142,2411,1938,"山野三郎はサトウハチローの変名",,,
"01","流行歌","転戦回顧","塩 まさる",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"細川潤一",,"細川潤一","キング",20142,1677,1938,,,,
"04","ジャズソング","慕わしの君","松島詩子",,,,,,,"キング・ジャズバンド",,,,"松村又一",,,,"井田一郎","キング",10033,250,1937,,,,
"08","ジャズソング","八木節ルムバ","林 伊佐緒・キングコーラス団",,,,,,,"キング・ジャズバンド",,,,"松村又一",,"島田逸平",,"島田逸平","キング",10033,372,1937,,,,
"01","愛国流行歌","日本男児の歌","塩 まさる",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"杉山長谷雄",,"杉山長谷雄","キング",20141,1876,1938,,,,
"01","愛国流行歌","大日本行進曲","松島詩子","樋口静雄",,,,,,"キング管弦楽団",,,,"西元静雄",,"杉山長谷雄",,"杉山長谷雄","キング",20141,2416,1938,,,,
"01","流行歌","チンライ節","樋口静雄",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"田村しげる",,"田村しげる","キング",20124,2227,1938,,,,
"01","流行歌","妾しゃ南京支那娘","ミッキー松山",,,,,,,"キング管弦楽団",,,,"松坂直美",,"島田逸平",,"判読できず","キング",20124,"判読できず",1938,"ミッキー松山＝松山映子",,,
"01","流行歌","蕾頃から","東海林太郎",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"大村能章",,,"キング","K469-A",,1935,,,,
"01","流行歌","花は散っても","日本橋きみ栄",,,,,,,"キング和洋合奏団",,,,"林 柳波",,"大村能章",,,"キング","K469-B",,1935,,,,
"08","新民謡","マドロス小唄","淡谷のり子（歌）",,,,,,,"国民交響管弦楽団","指揮　小松平五郎",,,"横沢千秋",,"小松平五郎",,,"キング","K7-A",,1931,,,,
"08","新民謡","おいら国さで","鈴木今子",,,,,,,"鈴木正一（ピアノ）","福田蘭堂（尺八）","林田美蘭（尺八）",,"神原 操",,"福田蘭堂",,,"キング","K7-B",,1931,,,,
"06","映画主題歌","薩摩隼人の唄","東海林太郎",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"大村能章",,,"キング","K490-A",,1935,"新興映画『薩摩隼人』主題歌",,,
"06","映画主題歌","稚児桜","日本橋きみ栄",,,,,,,"キング管弦楽団",,,,"佐藤惣之助",,"大村能章",,,"キング","K490-B",,1935,"新興映画『薩摩隼人』主題歌",,,
"06","映画主題歌","家なき児","東海林太郎（唄）",,,,,,,"キング・サロン・オーケストラ",,,,"時雨音羽",,"田村しげる",,,"キング","K489-A",,1935,"仏(フランス)P.B映画『家なき児』主題歌、表記は流行歌
",,,
"06","映画主題歌","ナポリ恋しや","松島詩子(唄）",,,,,,,"キング・サロン・オーケストラ",,,,"時雨音羽",,"田村しげる",,,"キング","K489-B",,1935,"仏(フランス)P.B映画『家なき児』主題歌、表記は流行歌
",,,
"01","流行歌","三原は晴れて","春山一夫（唄）",,,,,,,"キング・サロン・オーケストラ",,,,"浜野耕一",,"竹岡信幸",,,"キング","K233-A",,1933,,,,
"01","流行歌","街はほほえむ","弥生ひばり",,,,,,,"キング・サロン・オーケストラ",,,,"高橋掬太郎",,"竹岡信幸",,,"キング","K233-B",,1933,,,,
"01","流行歌","おもいでの柳","弥生ひばり",,,,,,,"キング・サロン・オーケストラ",,,,"西條八十",,"田村しげる",,,"キング","K257-A",,1933,,,,
"01","流行歌","旅の朝霧","東海林太郎",,,,,,,"キング・サロン・オーケストラ",,,,"西條八十",,"田村しげる",,,"キング","K257-B",,1933,,,,
"01","流行歌","旅の磯千鳥","東海林太郎",,,,,,,"キング管弦楽団",,,,"山田せんし",,"竹岡信幸",,,"キング","K290-A",,1933,,,,
"01","流行歌","窓は九十九","渡辺光子",,,,,,,"キング管弦楽団",,,,"判読できず",,"竹岡信幸",,,"キング","K290-B",,1933,,,,
"06","映画主題歌","別れの花束","春山一夫",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"江口夜詩",,,"キング","K192-A",,1932,"映画題名の記載なし",,,
"06","映画主題歌","君を夢見て","渡瀬春枝",,,,,,,"キング管弦楽団",,,,"時雨音羽",,"江口夜詩",,,"キング","K192-B",,1932,"映画題名の記載なし　渡瀬春枝は渡辺光子の別名",,,
"01","流行歌","夢の龍膽(りんどう)","東海林太郎",,,,,,,"キング・サロン・オーケストラ",,,,"久米正雄",,"田村しげる",,,"キング","K282-A",,1933,,,,
"01","流行歌","めぐり逢わねば","渡辺光子",,,,,,,"キング・サロン・オーケストラ",,,,"久米正雄",,"田村しげる",,,"キング","K282-B",,1933,,,,
"10","青年歌","われ等は若人","内田栄一",,,,,,,"金の鈴オーケストラ",,,,"君塚紫楼",,"堀内敬三",,,"キング","K9-A",,1931,,,,
"01","歌謡曲","白い野茨","吉田満喜子",,,,,,,"町田嘉章(三絃)","久本玄智(箏)","福田蘭堂(尺八)",,"塩谷紀美代",,"町田嘉章",,,"キング","K9-B",,1931,,,,
"01","流行歌","出船の夜","渡辺光子",,,,,,,"キング・サロン・オーケストラ",,,,"畑 喜代司",,"入江利彦",,,"キング","K260-A",,1933,,,,
"01","流行歌","高原に唄う","東海林太郎",,,,,,,"キング・サロン・オーケストラ",,,,"畑 喜代司",,"入江利彦",,,"キング","K260-B",,1933,,,,
"08","新民謡","霧(新追分節)","三島一声",,,,,,,"福田蘭堂(尺八)",,,,"泉 漾太郎",,"福田蘭堂",,,"キング","K34-A",,1931,,,,
"08","新民謡","楽しい此世(この世)","朝居丸子(唄)",,,,,,,"キング和洋合奏団",,,,"白鳥省吾",,"福田蘭堂",,,"キング","K34-B",,1931,,,,
"01","流行歌","椿咲く島","松平不二男",,,,,,,"キング・マンドリン・オーケストラ",,,,"鹿山映二郎",,"竹岡信幸",,,"キング","K208-A",,1933,,,,
"01","流行歌","君はほほえむ","渡瀬春枝",,,,,,,"キング・マンドリン・オーケストラ",,,,"鹿山映二郎",,"竹岡信幸",,,"キング","K208-B",,1933,"渡瀬春枝は渡辺光子の別名",,,
"01","歌謡曲","渋茶あなたに","照菊",,,,,,,"キング オーケストラ",,,,"矢吹 光",,"真木 陽",,,"キング","C-1411",12017,1957,,,,
"01","歌謡曲","おとこ三味線","三橋美智也",,,,,,,"豊吉(三味線)","豊藤(三味線)","豊寿(三味線)","キング オーケストラ","山崎 正",,"中野忠晴",,"上野正雄","キング","C-1411",12010,1957,,,,
"06","映画主題歌","ここに幸あり","大津美子",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"飯田三郎",,,"キング","C-1321",11499,1959,"松竹映画『ここに幸あり』主題歌",,,
"06","映画主題歌","男の愛情","若原一郎",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"飯田三郎",,,"キング","C-1321",11498,1959,"松竹映画『ここに幸あり』主題歌",,,
"01","歌謡曲","赤いランプの貨物船","岡 晴夫",,,,,,,"キング オーケストラ",,,,"宗像 宏",,"宗像 宏",,"横川達夫","キング","C 759",8424,1951,"宗像 宏は岡 晴夫の別名",,,
"01","歌謡曲","東京・神戸・長崎","岡 晴夫",,,,,,,"キング オーケストラ",,,,"宗像 宏",,"宗像 宏",,"横川達夫","キング","C 759",8423,1951,"宗像 宏は岡 晴夫の別名",,,
"04","記載なし","ウスクダラ(トルコ譚)
USUDARA‐A TURKISH　TALE","江利チエミ",,,,,,,"原信夫とシャープス・アンド・フラッツ",,,,"音羽たかし",,,,"村山芳男","キング","CL-160",10246,1954,,,,
"04","記載なし","夢みるあの人
THE MAN UPSTAIRS","江利チエミ",,,,,,,"原信夫とシャープス・アンド・フラッツ",,,,"音羽たかし",,"Stanley-Morgan‐Manners",,"村山芳男","キング","CL-160",10246,1954,,,,
"01","歌謡曲","ああ川中島","斎藤京子",,,,,,,"キング オーケストラ",,,,"藤間哲郎",,"山口俊郎",,,"キング","C-1462",12239,1957,,,,
"01","歌謡曲","うきよ船頭","春日八郎（唄）
","豊吉（三味線）","豊静（三味線）",,,,,"キング オーケストラ",,,,"横井 弘",,"飯田三郎",,,"キング","C-1462",12316,1957,,,,
"01","歌謡曲","口笛マンボ","若原一郎",,,,,,,"キング オーケストラ",,,,"矢野 亮",,"中野忠晴",,"上野正雄","キング","C-1257",11105,1955,,,,
"01","歌謡曲","船乗りさんなら","大津美子",,,,,,,"キング オーケストラ",,,,"東條寿三郎",,"吉田矢健治",,,"キング","C-1257",11101,1955,,,,
"01","歌謡曲","お富さん","春日八郎",,,,,,,"キング オーケストラ",,,,"山崎 正",,"渡久地政信",,,"キング","C-1086",10071,1954,,,,
"01","歌謡曲","生命をかけた恋ならば","照菊",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"江口夜詩",,,"キング","C-1086",9810,1954,,,,
"01","歌謡曲","長崎の花売娘","岡 晴夫",,,,,,,"キング オーケストラ",,,,"松村又一",,"上原げんと",,,"キング","C 603",7816,1950,,,,
"01","歌謡曲","オランダ坂の夜は更けて","後藤良子",,,,,,,"キング オーケストラ",,,,"石本美由起",,"上原げんと",,,"キング","C 603",7670,1950,,,,
"01","歌謡曲","城ヶ島の舟唄","若原一郎",,,,,,,"キング オーケストラ",,,,"松村又一",,"細川潤一",,,"キング","C 675",8121,1951,,,,
"01","歌謡曲","琉球の夜","久保瀧江",,,,,,,"キング オーケストラ",,,,"若杉雄三郎",,"江口夜詩",,,"キング","C 675",8120,1951,,,,
"01","歌謡曲","チエミの花売娘","江利チエミ",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"飯田三郎",,,"キング","C 875",8993,1953,,,,
"01","歌謡曲","東京ワルツ","江利チエミ",,,,,,,"キング オーケストラ",,,,"江口夜詩",,"江口夜詩",,,"キング","C 875",9005,1953,,,,
"06","映画主題歌","マドロスの唄","岡 晴夫",,,,,,,"キング オーケストラ",,,,"松村又一",,"上原げんと",,,"キング","C-519",7551,1949,"NCS映画『マドロスの唄』主題歌",,,
"06","映画主題歌","アンコ可愛や","岡 晴夫",,,,,,,"キング オーケストラ",,,,"松村又一",,"上原げんと",,,"キング","C-519",7552,1949,"NCS映画『マドロスの唄』主題歌",,,
"01","歌謡曲","おどり浴衣で","東海林太郎","照菊","キング合唱団",,,,,"キング オーケストラ",,,,"高橋掬太郎",,"大村能章",,,"キング","C-595",7805,1950,,,,
"01","歌謡曲","東京ボンダンス","林 伊佐緒","三條町子",,,,,,"キング オーケストラ",,,,"若杉雄三郎",,"上原げんと",,,"キング","C-595",7808,1950,,,,
"01","歌謡曲","夜更けの酒場","三船 浩",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"山口俊郎",,,"キング","C-1413",12033,1957,,,,
"01","歌謡曲","あの日あの頃","石井千恵",,,,,,,"キング オーケストラ",,,,"東條寿三郎",,"吉田矢健治",,,"キング","C-1413",11977,1935,,,,
"01","歌謡曲","男ぢゃないか取的さん","照菊",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"飯田三郎",,,"キング","C-1437",12167,1957,"長谷川 伸原作『一本刀土俵入』より",,,
"01","歌謡曲","一本刀土俵入り","三橋美智也",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"細川潤一",,,"キング","C-1437",12207,1957,"長谷川 伸原作『一本刀土俵入』より",,,
"01","歌謡曲","岐阜情歌","照菊","春日八郎","キングシスターズ",,,,,"豊吉（三味線）","豊静（三味線）","キング オーケストラ",,"邦枝完二",,"江口夜詩",,,"キング","N 199","N9931","不詳",,,,
"01","歌謡曲","長良小唄","照菊","春日八郎","キングシスターズ",,,,,"豊吉（三味線）","豊静（三味線）","キング オーケストラ",,"巌谷小波
久保田金僊",,"早川弥左衛門",,"山口俊郎","キング","N 199","N9932","不詳",,,,
"01","歌謡曲","唐人エレジー","岡 晴夫",,,,,,,"キング オーケストラ",,,,"若杉雄三郎",,"江口夜詩",,,"キング","C 846",8878,1952,,,,
"01","歌謡曲","流れの果ての港町","岡 晴夫",,,,,,,"キング オーケストラ",,,,"若杉雄三郎",,"江口夜詩",,,"キング","C 846",8877,1952,,,,
"06","映画主題歌","嘆きの白菊","三門順子",,,,,,,"キング オーケストラ",,,,"田村泰次郎",,"利根一郎",,,"キング","C 518",7536,1949,"松竹映画『白夜行路』主題歌",,,
"06","映画主題歌","白夜行路","津村 謙",,,,,,,"キング オーケストラ",,,,"田村泰次郎",,"利根一郎",,,"キング","C 518",7535,1949,"松竹映画『白夜行路』主題歌",,,
"01","歌謡曲","あこがれの船出","瀬川 伸","キングシスターズ",,,,,,"キング オーケストラ",,,,"石本美由起",,"上原げんと",,,"キング","C 566",7618,1950,,,,
"01","歌謡曲","女　判読できず","判読できず",,,,,,,"キング オーケストラ",,,,"判読できず",,"判読できず",,,"キング","C 566",7618,1950,,,,
"01","舞踏小唄","源氏物語","三門順子",,,,,,,"米川敏子（琴）","キング オーケストラ",,,"高橋掬太郎",,"大村能章",,,"キング","C 807","8614A",1952,,,,
"01","舞踏小唄","花見道成寺","三門順子",,,,,,,"豊文（三味線）","豊若（三味線）","福原社中（鳴物）","キング オーケストラ","高橋掬太郎",,"大村能章",,,"キング","C 807",8613,1952,,,,
"01","歌謡曲","街の椿姫","津村 謙",,,,,,,"キング オーケストラ",,,,"東條寿三郎",,"渡久地政信",,,"キング","C-912",9114,1953,,,,
"01","歌謡曲","船の灯りが暗いから","佐藤千枝子",,,,,,,"キング オーケストラ",,,,"東條寿三郎",,"吉田矢健治",,,"キング","C-912",9110,1953,,,,
"01","記載なし","岐阜城音頭","三橋美智也","照菊",,,,,,"豊吉（三味線）","豊寿（三味線）","キング オーケストラ",,"田口由美","高橋掬太郎","江口夜詩",,"西川松京（振付）","キング","N-252","N1.1668","不詳","岐阜タイムズ撰定",,,
"01","記載なし","長良川エレジー","春日八郎",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"江口夜詩",,,"キング","N-252","N1.1667","不詳","岐阜タイムズ撰定",,,
"01","記載なし","西大寺音頭","林 伊佐緒","照菊","キング合唱団",,,,,"キング オーケストラ",,,,"河西新太郎","松村又一","大村能章",,,"キング","N 99","N8067","不詳",,,,
"01","記載なし","西大寺ブルース","三條町子",,,,,,,"キング オーケストラ",,,,"松村又一",,"飯田三郎",,,"キング","N 99","N8068","不詳",,,,
"01","歌謡曲","二度と呼ぶまい","岡 晴夫",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"上原げんと",,,"キング",269,6753,1947,,,,
"01","歌謡曲","せつないブギウギ","小夜宮孝子",,,,,,,"キング管弦楽団",,,,"高橋掬太郎",,"島田逸平",,,"キング",269,6754,1947,,,,
"01","歌謡曲","ボンゴの踊り子","大路はるみ",,,,,,,"キング オーケストラ",,,,"矢野 亮",,"渡久地政信",,,"キング","C-1084",9934,1954,,,,
"01","歌謡曲","染やの助はん","大路はるみ",,,,,,,"キング オーケストラ",,,,"東條寿三郎",,"渡久地政信",,,"キング","C-1084",10020,1954,,,,
"01","歌謡曲","山寺ルンバ","大路はるみ",,,,,,,"キング オーケストラ",,,,"横井 弘",,"山口俊郎",,,"キング","C-1194",10221,1955,,,,
"01","歌謡曲","振袖ワルツ","大路はるみ",,,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"山口俊郎",,,"キング","C-1194",10740,1955,,,,
"06","映画主題歌","雪之丞変化","春日八郎",,,,,,,"豊吉（三味線）","豊藤（三味線）","キング オーケストラ",,"高橋掬太郎",,"細川潤一",,,"キング","C-1068",9976,1954,"東映映画『雪之丞変化』主題歌",,,
"06","映画主題歌","お初仇なさけ","照菊",,,,,,,"豊吉（三味線）","豊藤（三味線）","キング オーケストラ",,"高橋掬太郎",,"細川潤一",,,"キング","C-1068",9977,1954,"東映映画『雪之丞変化』主題歌",,,
"01","歌謡曲","小島の灯り","若原一郎",,,,,,,"キング オーケストラ",,,,"東条寿三郎",,"吉田矢健治",,,"キング","C-1441",12181,1957,,,,
"01","歌謡曲","花も浮世も","石井千恵",,,,,,,"キング オーケストラ",,,,"東条寿三郎",,"鎌多俊与",,,"キング","C-1441",12149,1957,,,,
"01","歌謡曲","お祭りバイヨン","大路はるみ",,,,,,,"キング オーケストラ",,,,"横井 弘",,"中野忠晴",,"田島 篤","キング","C-1087",10026,1954,,,,
"01","歌謡曲","さすらいの乙女鳥","大路はるみ",,,,,,,"キング オーケストラ",,,,"矢野 亮",,"吉田矢健治",,,"キング","C-1087","9930A",1954,,,,
"01","歌謡曲","そよ風と赤いリボン","近江俊郎",,,,,,,"記載なし",,,,"記載なし",,"記載なし",,,"キング","C 907",9128,1953,,,,
"01","歌謡曲","男はひとり泣くものを","近江俊郎",,,,,,,"記載なし",,,,"記載なし",,"記載なし",,,"キング","C 907",9123,1953,,,,
"01","歌謡曲","流れの母子鳥（おやこどり）","松島詩子","小谷和子",,,,,,"キング オーケストラ",,,,"高橋掬太郎",,"細川潤一",,,"キング","C 798",8522,1952,,,,
"01","歌謡曲","恋のバラライカ","津村 謙",,,,,,,"キング オーケストラ",,,,"松村又一",,"細川潤一",,,"キング","C 798",8459,1952,,,,
